County,Candidate,Party
PRAHOVA,PLĂEȘU LAURENȚIU,ALIANȚA PENTRU UNIREA ROMÂNILOR
PRAHOVA,ANGHEL ALEXANDRU-SERGHEI,ALIANȚA PENTRU UNIREA ROMÂNILOR
PRAHOVA,MATEI CARMEN-BIANCA,ALIANȚA PENTRU UNIREA ROMÂNILOR
PRAHOVA,DUMITRESCU-CĂLIN-FERENTZ VLAD,ALIANȚA PENTRU UNIREA ROMÂNILOR
PRAHOVA,PETRE BOGDAN-NICOLAE,ALIANȚA PENTRU UNIREA ROMÂNILOR
PRAHOVA,MATEESCU VERONICA-ANGI,ALIANȚA PENTRU UNIREA ROMÂNILOR
PRAHOVA,DAN SORIN-MARIUS,ALIANȚA PENTRU UNIREA ROMÂNILOR
PRAHOVA,NENU FLORINA-KARLA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
PRAHOVA,NEGREȘ ANDREI-COSTEL,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
PRAHOVA,VĂDUVA MIRCEA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
PRAHOVA,BĂCANU IOAN-MIHAI,CANDIDAT INDEPENDENT
PRAHOVA,STĂTESCU CIPRIAN-GHEORGHE,CANDIDAT INDEPENDENT
PRAHOVA,ANTONESCU EMANUELA-MARIA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
PRAHOVA,CRISTEA SERGIU,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
PRAHOVA,LUNGU FLORENTINA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
PRAHOVA,OLTEANU LUCIAN,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
PRAHOVA,AVRAMESCU MARIAN-CĂTĂLIN,FORȚA DREPTEI
PRAHOVA,RUSU DRAGOȘ-FLORIN,FORȚA DREPTEI
PRAHOVA,POPA FABIAN-FLORIN,FORȚA DREPTEI
PRAHOVA,TĂICUȚU RODICA-ELENA,FORȚA DREPTEI
PRAHOVA,PINTENARU ANDREI,FORȚA DREPTEI
PRAHOVA,VOICU EUGEN,FORȚA DREPTEI
PRAHOVA,LICU LUCICA,FORȚA DREPTEI
PRAHOVA,URZEALĂ IONUȚ-MIHAIL,PARTIDUL ECOLOGIST ROMÂN

PRAHOVA,ACONSTANTINESEI FLORIN-LIVIU,PARTIDUL ECOLOGIST ROMÂN
PRAHOVA,NEACȘU NICOLETA-CARMEN,PARTIDUL ECOLOGIST ROMÂN
PRAHOVA,MOCANU MARIA-MARTA-CORNELIA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
PRAHOVA,VASILE DANIELA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
PRAHOVA,LĂZĂRESCU MIHAIL-CONSTANTIN,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
PRAHOVA,MACOVEI ELISABETA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
PRAHOVA,BĂICAN ARITINA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
PRAHOVA,BĂICAN MARIA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
PRAHOVA,LEPĂDATU MARGARETA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
PRAHOVA,PREDOIU MARIAN-CĂTĂLIN,PARTIDUL NAȚIONAL LIBERAL
PRAHOVA,PAPUC RODICA-MARIANA,PARTIDUL NAȚIONAL LIBERAL
PRAHOVA,TUDORAN LORIN-GABRIEL,PARTIDUL NAȚIONAL LIBERAL
PRAHOVA,NICODIM DANIEL,PARTIDUL NAȚIONAL LIBERAL
PRAHOVA,PANDELE COSMINA RAMONA,PARTIDUL NAȚIONAL LIBERAL
PRAHOVA,GANEA CRISTIAN-MIHAI,PARTIDUL NAȚIONAL LIBERAL
PRAHOVA,NICULCEA VALENTIN,PARTIDUL NAȚIONAL LIBERAL
PRAHOVA,POPA IONEL,PARTIDUL NOUA ROMÂNIE
PRAHOVA,AVĂDANEI LIVIU,PARTIDUL OAMENILOR TINERI
PRAHOVA,SAVA-MIHĂLCESCU MIHAI-VALENTIN-IONUȚ,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
PRAHOVA,VEBER SANDA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
PRAHOVA,COSTACHE IRINEL-AUGUSTIN,PARTIDUL ROMÂNIA ÎN ACȚIUNE
PRAHOVA,ȘANDRU NICOLETA-FELICIA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
PRAHOVA,MUTU CORNEL,PARTIDUL ROMÂNIA ÎN ACȚIUNE
PRAHOVA,PĂUN OCTAVIAN,PARTIDUL ROMÂNIA ÎN ACȚIUNE
PRAHOVA,OPRIȘ MARIANA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
PRAHOVA,MARCU LAURENȚIU,PARTIDUL ROMÂNIA ÎN ACȚIUNE
PRAHOVA,GRIGORESCU LUCREȚIU-TOMEL,PARTIDUL ROMÂNIA ÎN ACȚIUNE
PRAHOVA,JIANU FLORIN-NICOLAE,PARTIDUL SOCIAL DEMOCRAT
PRAHOVA,OPREA ȘTEFAN-RADU,PARTIDUL SOCIAL DEMOCRAT
PRAHOVA,ȚURCANU ANDREI-COSMIN,PARTIDUL SOCIAL DEMOCRAT
PRAHOVA,ENESCU RAREȘ-DAN,PARTIDUL SOCIAL DEMOCRAT
PRAHOVA,NĂFORNIȚĂ NICOLETA,PARTIDUL SOCIAL DEMOCRAT
PRAHOVA,DRAGOMIR MIHAI-SEVERIAN,PARTIDUL SOCIAL DEMOCRAT

PRAHOVA,ARDELEANU GEORGIANA-ANCA,PARTIDUL SOCIAL DEMOCRAT
PRAHOVA,MAIOR FLORINA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
PRAHOVA,BALACA DIDINANȚ,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
PRAHOVA,GRUMEZESCU ALEXANDRA-DANIELA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
PRAHOVA,GRUMEZESCU CONSTANTIN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
PRAHOVA,STANCIU IULIANA-GETA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
PRAHOVA,DĂRĂȘTEANU MARINA-GABRIELA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
PRAHOVA,RĂDULESCU HORIA-MIRCEA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
PRAHOVA,FILIP CONSTANTIN-TITIAN,PARTIDUL SOCIAL DEMOCRAT UNIT
PRAHOVA,POPA CORNELIA-EUGENIA,PARTIDUL SOCIAL DEMOCRAT UNIT
PRAHOVA,RUSU MIHAI,PARTIDUL SOCIAL DEMOCRAT UNIT
PRAHOVA,TĂNASE ROBERTINO,PARTIDUL SOCIAL DEMOCRAT UNIT
PRAHOVA,PEIA NINEL,PARTIDUL S.O.S. ROMÂNIA
PRAHOVA,OLEȘ TILICĂ-IULIAN,PARTIDUL S.O.S. ROMÂNIA
PRAHOVA,CĂLINESCU MIOARA-MIHAILA,PARTIDUL S.O.S. ROMÂNIA
PRAHOVA,PETRESCU CRISTINA,PARTIDUL S.O.S. ROMÂNIA
PRAHOVA,SANDU ANA-GABRIELA,PARTIDUL S.O.S. ROMÂNIA
PRAHOVA,DINU DORINA-NADIA,PARTIDUL S.O.S. ROMÂNIA
PRAHOVA,STÎRCEANU NICUȘOR-DĂNUȚ,PARTIDUL S.O.S. ROMÂNIA
PRAHOVA,PANTILIE NINUȘA,PATRIOȚII POPORULUI ROMÂN
PRAHOVA,ANDRONACHE LAURENȚIA-MIHAELA,ROMÂNIA SOCIALISTĂ
PRAHOVA,NEDELCU PETRE,ROMÂNIA SOCIALISTĂ
PRAHOVA,PĂTRU ANDREI-GEORGIAN,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE
PRAHOVA,BARTALIS IZABELLA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
PRAHOVA,KOLUMBÁN DÁVID,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
PRAHOVA,FALUVÉGI BARTHA NOÉMI,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
PRAHOVA,KULCSÁR-SZABÓ ANDRÁS,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
PRAHOVA,LUKÁCS KRISZTIÁN-ROBERT,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
PRAHOVA,OPRINOIU AUREL,UNIUNEA SALVAȚI ROMÂNIA
SATU MARE,STELEA ANDREEA,ALIANȚA NAȚIONAL CREȘTINĂ
SATU MARE,CONSTANTINOVICI VICTOR,ALIANȚA PENTRU UNIREA ROMÂNILOR
SATU MARE,MICLEA NARCIS-VASILE-MARIAN,ALIANȚA PENTRU UNIREA ROMÂNILOR
SATU MARE,MORAR ANCUȚA-AURELIA,ALIANȚA PENTRU UNIREA ROMÂNILOR

SATU MARE,BOCUȚIU DANIEL-TIBERIU,ALIANȚA PENTRU UNIREA ROMÂNILOR
SATU MARE,RÁK LÁSZLÓ-LEHEL,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
SATU MARE,FERNEA GHEORGHE,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
SATU MARE,TISĂLIȚĂ MARIA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
SATU MARE,MEZEI GHEORGHE,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
SATU MARE,TĂMÂIAN GAVRIL,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
SATU MARE,GANEA CONSTANTIN,FORȚA DREPTEI
SATU MARE,NAGHI EMIL,FORȚA DREPTEI
SATU MARE,IONIȚĂ ELENA,FORȚA DREPTEI
SATU MARE,JULA ANNAMARIA-BEATRIX,FORȚA DREPTEI
SATU MARE,MUREȘAN ANAMARIA-LAVINIA,PARTIDUL ECOLOGIST ROMÂN
SATU MARE,IORGA MARIAN,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
SATU MARE,BUZEA ADRIAN,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
SATU MARE,PLOSCA VASILE-CĂLIN,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
SATU MARE,ȚINCA JUDITH-MELINDA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
SATU MARE,POP ROMEO-LIVIU,PARTIDUL NAȚIONAL LIBERAL
SATU MARE,KICHEL NICOLETA-ANAMARIA,PARTIDUL NAȚIONAL LIBERAL
SATU MARE,POP GRIGORE,PARTIDUL NAȚIONAL LIBERAL
SATU MARE,BOCIAN VASILE-DORU,PARTIDUL NAȚIONAL LIBERAL
SATU MARE,LUJERDEAN FELICIA,PARTIDUL NOUA ROMÂNIE
SATU MARE,BALAȘCĂU GABRIEL-MARIUS,PARTIDUL OAMENILOR TINERI
SATU MARE,ILUȚ VASILE-ȘTEFAN,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
SATU MARE,DONCA RAUL,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SATU MARE,BOLOGA ANDREA-MARIA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SATU MARE,KUSZNIRUK ADRIANA-MARIA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SATU MARE,HORGOS MIRELA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SATU MARE,FEDORCA AURELIA,PARTIDUL SOCIAL DEMOCRAT
SATU MARE,ONEȚ IOAN,PARTIDUL SOCIAL DEMOCRAT
SATU MARE,PETCA IOANA-ROXANA,PARTIDUL SOCIAL DEMOCRAT
SATU MARE,SĂLĂGEAN MARIANA-GETA,PARTIDUL SOCIAL DEMOCRAT
SATU MARE,SADOVEANU EDUARD-MIRCEA,PARTIDUL SOCIAL DEMOCRAT UNIT
SATU MARE,LAZEA MIRCEA,PARTIDUL S.O.S. ROMÂNIA
SATU MARE,JOLTEA ADRIANA-ALEXANDRINA,PARTIDUL S.O.S. ROMÂNIA

SATU MARE,DOLHĂSCU COSTEL,PARTIDUL S.O.S. ROMÂNIA
SATU MARE,GÁSPAR ERIKA,PARTIDUL S.O.S. ROMÂNIA
SATU MARE,GYULAI SÁNDOR-ATTILA,PATRIOȚII POPORULUI ROMÂN
SATU MARE,VARGA IRINA,ROMÂNIA SOCIALISTĂ
SATU MARE,FÜLÖP TIHAMÉR,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE
SATU MARE,TUROS LÓRÁND,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
SATU MARE,KOVÁCS MATÉ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
SATU MARE,SZEJKE OTTILIA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
SATU MARE,ZAZULA BÉLA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
SATU MARE,CREȚ DIANA-MARIA,UNIUNEA SALVAȚI ROMÂNIA
SATU MARE,HENDEA FLORIN-GHEORGHE,UNIUNEA SALVAȚI ROMÂNIA
SATU MARE,DUTCAȘ NICOLAE,UNIUNEA SALVAȚI ROMÂNIA
SATU MARE,POP-BOULER INGRID,UNIUNEA SALVAȚI ROMÂNIA
SĂLAJ,BĂRBURAȘ-POPIȚ ALINA-IOANA,ALIANȚA NAȚIONAL CREȘTINĂ
SĂLAJ,NAN ANAMARIA,ALIANȚA NAȚIONAL CREȘTINĂ
SĂLAJ,DATCU FLORIN-IOAN,ALIANȚA NAȚIONAL CREȘTINĂ
SĂLAJ,KOVACS VALER-SANDOR,ALIANȚA PENTRU UNIREA ROMÂNILOR
SĂLAJ,PĂDUREAN CLAUDIA-ADRIANA,ALIANȚA PENTRU UNIREA ROMÂNILOR
SĂLAJ,LUPAȘ CIPRIAN,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
SĂLAJ,GHIURCA PAUL-MIHAI,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
SĂLAJ,GHERMAN FLORICA-LUCIA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
SĂLAJ,TALPOȘ EUGEN-MIRCEA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
SĂLAJ,POP CORNEL-EUGEN,FORȚA DREPTEI
SĂLAJ,COMAN CRISTINA-VERONICA,FORȚA DREPTEI
SĂLAJ,CANTEA IULIAN,FORȚA DREPTEI
SĂLAJ,BUNDURUȘ FLORIN-LIVIU,FORȚA DREPTEI
SĂLAJ,GROZA ENIKŐ,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
SĂLAJ,COZMUȚA ADRIAN-EMILIUS,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
SĂLAJ,ROMITAN AMALIA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
SĂLAJ,DRUHORA VALENTIN,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
SĂLAJ,CHERECHEȘ DAN-NICU,PARTIDUL NAȚIONAL LIBERAL
SĂLAJ,MAN CĂLIN-COSMIN,PARTIDUL NAȚIONAL LIBERAL
SĂLAJ,CRIȘAN MARIANA-DANA,PARTIDUL NAȚIONAL LIBERAL

SĂLAJ,POP CRISTIAN-ADRIAN,PARTIDUL NAȚIONAL LIBERAL
SĂLAJ,AMZA NICULAE,PARTIDUL NOUA ROMÂNIE
SĂLAJ,FODOCA LIVIU-IULIAN,PARTIDUL OAMENILOR TINERI
SĂLAJ,PINTEA PAUL-CIPRIAN,PARTIDUL OAMENILOR TINERI
SĂLAJ,GAL NECULINA,PARTIDUL OAMENILOR TINERI
SĂLAJ,GRINDEAN IOANA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
SĂLAJ,MARIAN RADU-ALIN,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
SĂLAJ,EMBER ANDREEA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
SĂLAJ,HIDEG TUDOR-IONUȚ,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
SĂLAJ,BLAJ TEODOR-MARIUS,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SĂLAJ,NEMEȘ EMANUELA-MARIA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SĂLAJ,GROZA GABRIEL-LIVIU,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SĂLAJ,ILEA MIHAI,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SĂLAJ,GHIURCO DAN,PARTIDUL SOCIAL DEMOCRAT
SĂLAJ,PAȘCALĂU VLAD-ANDREI,PARTIDUL SOCIAL DEMOCRAT
SĂLAJ,POP CORINA-ANCA,PARTIDUL SOCIAL DEMOCRAT
SĂLAJ,COSTINAȘ OVIDIU,PARTIDUL SOCIAL DEMOCRAT
SĂLAJ,GEORGESCU LOTA-CORINA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
SĂLAJ,TOMESCU DRAGOȘ,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
SĂLAJ,BOLOCAN DANIEL,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
SĂLAJ,CHIRIȚĂ MARIANA-VALENTINA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
SĂLAJ,VEREȘ MARIUS-SORIN,PARTIDUL S.O.S. ROMÂNIA
SĂLAJ,SZÉNÁSI LEVENTE-CSABA,PARTIDUL S.O.S. ROMÂNIA
SĂLAJ,NEGRITAȘ KRISZTINA,PARTIDUL S.O.S. ROMÂNIA
SĂLAJ,DÎNGĂ CRINA,PARTIDUL S.O.S. ROMÂNIA
SĂLAJ,FARCAȘ MARIUS-IONUȚ,PATRIOȚII POPORULUI ROMÂN
SĂLAJ,KOVÁCS IRINA-ELISABETA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
SĂLAJ,BARA LAJOS-ISTVÁN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
SĂLAJ,BOGYA ANNAMÁRIA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
SĂLAJ,SÁRKÖZI PAUL,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
SĂLAJ,ARDELEAN COSMIN-VASILE,UNIUNEA SALVAȚI ROMÂNIA
SĂLAJ,PUȘCĂU REMUS-ALIN,UNIUNEA SALVAȚI ROMÂNIA
SĂLAJ,CĂLĂCIAN DELIA-CORINA,UNIUNEA SALVAȚI ROMÂNIA

SĂLAJ,BOB VIRGIL-MARIUS,UNIUNEA SALVAȚI ROMÂNIA
SIBIU,LAȚCU CONSTANTIN-LUCIAN,ALIANȚA NAȚIONAL CREȘTINĂ
SIBIU,POABAR ALEXANDRU-ALIN,ALIANȚA NAȚIONAL CREȘTINĂ
SIBIU,CIUNGAN MARIA-MIRELA,ALIANȚA NAȚIONAL CREȘTINĂ
SIBIU,PĂUCEAN-FERNANDES LUMINIȚA,ALIANȚA PENTRU UNIREA ROMÂNILOR
SIBIU,CĂTANĂ GHEORGHE-ADRIAN,ALIANȚA PENTRU UNIREA ROMÂNILOR
SIBIU,DRAGOMIR MIHAELA-ELEONORA,ALIANȚA PENTRU UNIREA ROMÂNILOR
SIBIU,DRAGOMAN SIMION-NICOLAE,ALIANȚA PENTRU UNIREA ROMÂNILOR
SIBIU,DINCĂ CONSTANTIN,ALIANȚA PENTRU UNIREA ROMÂNILOR
SIBIU,OLARU MELANIA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
SIBIU,ICHIM IULIAN-GABRIEL,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
SIBIU,LOTREAN ELENA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
SIBIU,ARITON ION,FORȚA DREPTEI
SIBIU,MARCU DRAGOȘ-AURELIAN,FORȚA DREPTEI
SIBIU,RUSANDA ALEC-GEORGE,FORȚA DREPTEI
SIBIU,ABALAȘEI IOAN,FORȚA DREPTEI
SIBIU,DUNĂ ILEANA-AURELIA,FORȚA DREPTEI
SIBIU,MOLDOVAN CIPRIAN-ADRIAN,PARTIDUL ECOLOGIST ROMÂN
SIBIU,GOIA ELENA-ALINA,PARTIDUL ECOLOGIST ROMÂN
SIBIU,GEORGESCU ANGELICA,PARTIDUL ECOLOGIST ROMÂN
SIBIU,CIONTU SORIN,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
SIBIU,DINULESCU TEODORA-ALEXANDRA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
SIBIU,GRECU IOAN-MIRCEA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
SIBIU,NEAGU NICOLAE,PARTIDUL NAȚIONAL LIBERAL
SIBIU,ȘTEFAN CIPRIAN-ANGHEL,PARTIDUL NAȚIONAL LIBERAL
SIBIU,DĂNCILĂ CORINA-SIMONA,PARTIDUL NAȚIONAL LIBERAL
SIBIU,CĂRĂBULEA CAMELIA,PARTIDUL NAȚIONAL LIBERAL
SIBIU,BUNESCU ANDREEA-ROXANA,PARTIDUL NAȚIONAL LIBERAL
SIBIU,RAȚIU CRISTIAN-VASILE,PARTIDUL NOUA ROMÂNIE
SIBIU,ANGHEL ELENA,PARTIDUL OAMENILOR TINERI
SIBIU,NEAGU DUMITREL-MĂDĂLIN,PARTIDUL OAMENILOR TINERI
SIBIU,OPREA DORU,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
SIBIU,BÎRSAN SABRINA-ANDREEA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI

SIBIU,BAZGA NICOLAE,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SIBIU,HORHAT MARIA-MAGDALENA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SIBIU,BORCEA CONSTANTIN,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SIBIU,ȘANDRU MARCELA-LAVINIA,PARTIDUL SOCIAL DEMOCRAT
SIBIU,MUREȘAN CLAUDIU-MARINEL,PARTIDUL SOCIAL DEMOCRAT
SIBIU,MIHAI IONELA,PARTIDUL SOCIAL DEMOCRAT
SIBIU,IAGĂRU ROMULUS,PARTIDUL SOCIAL DEMOCRAT
SIBIU,FRÎNCU ANDREEA-RAMONA,PARTIDUL SOCIAL DEMOCRAT
SIBIU,TURLOIU VASILE-MARCEL,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
SIBIU,GASPAR VASILE-ANTONIO,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
SIBIU,VIERU NICOLETA-MARIA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
SIBIU,LAPEDATU BEATRICE-LUCIA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
SIBIU,CORBEANU ONORIU,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
SIBIU,MATACHE DOINA,PARTIDUL SOCIAL DEMOCRAT UNIT
SIBIU,ISTOAN ZINA,PARTIDUL S.O.S. ROMÂNIA
SIBIU,SÂRBU FLORIN,PARTIDUL S.O.S. ROMÂNIA
SIBIU,DINCĂ DORINA,PARTIDUL S.O.S. ROMÂNIA
SIBIU,NICOLAU LUCIAN-SORIN-MIRCEA,PARTIDUL S.O.S. ROMÂNIA
SIBIU,VULCU MARIANA-RAMONA,PARTIDUL S.O.S. ROMÂNIA
SIBIU,RADU ALIN-DANIEL,PATRIOȚII POPORULUI ROMÂN
SIBIU,BICU ALEXANDRU-VALENTIN,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE
SIBIU,OROSZ CSABA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
SIBIU,MUZSNAI MELINDA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
SIBIU,BÁNDI LEVENTE-JOEZSEF,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
SIBIU,FOSZNER-KORODI ILDIKO,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
SIBIU,ACS ZOLI,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
SIBIU,CIBU DEACONU RUXANDRA,UNIUNEA SALVAȚI ROMÂNIA
SIBIU,GHIȘE IONUȚ-CIPRIAN,UNIUNEA SALVAȚI ROMÂNIA
SIBIU,SEUȘAN MIHAELA-CARMEN,UNIUNEA SALVAȚI ROMÂNIA
SIBIU,BELEI TRAIAN-ȘTEFAN,UNIUNEA SALVAȚI ROMÂNIA
SIBIU,GHIȚĂ DANIELA-MARIA,UNIUNEA SALVAȚI ROMÂNIA
SUCEAVA,BÎRCULESCU NECULAI,ALIANȚA NAȚIONAL CREȘTINĂ
SUCEAVA,VLĂESCU VIRGILIU-GEORGE,ALIANȚA PENTRU UNIREA ROMÂNILOR

SUCEAVA,VASILIU IONEL,ALIANȚA PENTRU UNIREA ROMÂNILOR
SUCEAVA,BALABAȘCIUC MUGUREL-SORIN,ALIANȚA PENTRU UNIREA ROMÂNILOR
SUCEAVA,PINTILEI OANA-ELENA,ALIANȚA PENTRU UNIREA ROMÂNILOR
SUCEAVA,SIRETEAN MIRCEA,ALIANȚA PENTRU UNIREA ROMÂNILOR
SUCEAVA,TOMNIUC CRISTIAN,ALIANȚA PENTRU UNIREA ROMÂNILOR
SUCEAVA,ONORIU EMANUEL,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
SUCEAVA,MARIN ION,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
SUCEAVA,DULGHERU PETREA,FORȚA DREPTEI
SUCEAVA,ROȘU ALEXANDRU,FORȚA DREPTEI
SUCEAVA,ȘALAR FLORIN,FORȚA DREPTEI
SUCEAVA,OPREA GABRIELA-CARMEN,FORȚA DREPTEI
SUCEAVA,POPESCU COSTICĂ,FORȚA DREPTEI
SUCEAVA,CRIHAN GHEORGHE,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
SUCEAVA,URSU PETRU,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
SUCEAVA,MORARIU MIHAI,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
SUCEAVA,POTOP GRIGORE,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
SUCEAVA,DĂNILĂ CORNELIU,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
SUCEAVA,BENEA MIHAELA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
SUCEAVA,FLUTUR GHEORGHE,PARTIDUL NAȚIONAL LIBERAL
SUCEAVA,ILISOI OCTAVIAN,PARTIDUL NAȚIONAL LIBERAL
SUCEAVA,TABARCEA GEORGIANA-ANCA,PARTIDUL NAȚIONAL LIBERAL
SUCEAVA,SEREDENCIUC VIOREL,PARTIDUL NAȚIONAL LIBERAL
SUCEAVA,BENȚA CODRIN,PARTIDUL NAȚIONAL LIBERAL
SUCEAVA,GHERGHEL GRAȚIAN-DECEBAL,PARTIDUL NAȚIONAL LIBERAL
SUCEAVA,VELNICIUC GHEORGHIȚĂ,PARTIDUL NOUA ROMÂNIE
SUCEAVA,BURȚILĂ ALEXANDRU-DAN,PARTIDUL OAMENILOR TINERI
SUCEAVA,UNGUREANU MARIANA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
SUCEAVA,BEREANU NECULAI,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SUCEAVA,GUZGĂ ANDREEA-MARIA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SUCEAVA,ARHIRE LUCIAN,PARTIDUL ROMÂNIA ÎN ACȚIUNE
